OnlineBackup,MonthlyCharges,PhoneService
Yes,96.75,Yes
No,54.2,No
No,100.1,Yes
No,45.25,Yes
Yes,83.85,Yes
No,70.1,Yes
No internet service,20.85,Yes
No,33.45,No
No internet service,20.2,Yes
No,85.9,Yes
Yes,61.0,Yes
No,70.65,Yes
No,86.9,Yes
Yes,69.4,Yes
No internet service,20.35,Yes
No internet service,20.35,Yes
No,104.3,Yes
No,44.95,Yes
No,49.45,Yes
No internet service,20.6,Yes
No internet service,19.55,Yes
No,99.0,Yes
No,93.5,Yes
No,54.55,No
No internet service,20.05,Yes
No,83.95,Yes
Yes,79.45,Yes
Yes,116.2,Yes
No,93.7,Yes
Yes,79.85,Yes
No,100.0,Yes
No internet service,19.6,Yes
No internet service,19.7,Yes
No internet service,20.2,Yes
Yes,50.4,No
Yes,113.35,Yes
Yes,80.0,Yes
No,80.95,Yes
No internet service,24.9,Yes
Yes,54.9,Yes
No,75.55,Yes
Yes,109.25,Yes
No,77.65,Yes
Yes,95.0,Yes
Yes,116.3,Yes
No internet service,19.9,Yes
No,70.35,Yes
No internet service,25.6,Yes
No,44.45,No
No,100.15,Yes
Yes,105.4,Yes
No,95.85,Yes
No,73.85,Yes
Yes,70.1,Yes
No internet service,25.25,Yes
Yes,79.15,Yes
No internet service,21.05,Yes
No,24.95,No
No,64.5,Yes
No internet service,19.65,Yes
No,79.0,Yes
No,105.95,Yes
No,75.85,Yes
No,91.85,Yes
Yes,43.6,No
Yes,91.25,Yes
Yes,89.75,Yes
Yes,104.4,Yes
No,90.15,Yes
No,40.3,No
Yes,105.25,Yes
No,106.0,Yes
Yes,104.0,Yes
No,69.65,Yes
No,74.3,Yes
No,100.9,Yes
No internet service,20.25,Yes
No,49.9,Yes
No,96.9,Yes
No,100.35,Yes
Yes,104.1,Yes
No internet service,20.1,Yes
No,74.95,Yes
Yes,56.55,Yes
No,49.25,Yes
No,68.6,Yes
No,69.05,Yes
No internet service,19.7,Yes
No internet service,20.05,Yes
Yes,103.7,Yes
No,94.4,Yes
No,54.95,Yes
Yes,93.7,Yes
Yes,110.25,Yes
No,98.9,Yes
Yes,89.75,Yes
No,80.45,Yes
Yes,79.4,Yes
No internet service,20.3,Yes
No,62.8,Yes
No,74.9,Yes
No,74.85,Yes
No internet service,25.85,Yes
No,101.95,Yes
Yes,68.3,Yes
No,48.4,No
No,94.0,Yes
Yes,105.05,Yes
Yes,89.3,Yes
No internet service,25.15,Yes
No internet service,19.5,Yes
No,92.95,Yes
No internet service,20.7,Yes
Yes,74.3,Yes
No internet service,19.35,Yes
Yes,44.65,No
No,84.05,Yes
Yes,80.7,Yes
Yes,104.35,Yes
No internet service,19.55,Yes
Yes,74.05,Yes
No,40.1,No
No internet service,20.1,Yes
Yes,101.7,Yes
No,83.55,Yes
Yes,56.85,Yes
No internet service,20.4,Yes
No internet service,19.55,Yes
Yes,106.15,Yes
Yes,78.95,Yes
Yes,49.75,No
Yes,92.4,Yes
Yes,58.2,Yes
No,102.6,Yes
Yes,91.95,Yes
No,65.25,Yes
Yes,106.0,Yes
No,73.1,Yes
Yes,59.75,Yes
No,55.1,Yes
Yes,59.8,Yes
Yes,116.6,Yes
No,109.3,Yes
No,101.4,Yes
No,50.65,No
No,56.15,Yes
No,106.5,Yes
No internet service,19.2,Yes
Yes,83.0,Yes
No,70.1,Yes
Yes,108.3,Yes
No,91.05,Yes
No internet service,25.25,Yes
Yes,45.35,No
No,43.9,No
No,77.5,Yes
No,79.3,Yes
Yes,84.9,Yes
No,79.25,Yes
Yes,71.05,Yes
No,53.75,Yes
No internet service,24.25,Yes
Yes,54.2,No
No,44.25,No
No,50.05,Yes
No internet service,20.15,Yes
No,69.25,Yes
Yes,69.35,Yes
No internet service,19.35,Yes
No internet service,19.15,Yes
Yes,61.0,Yes
No internet service,20.5,Yes
No,50.5,Yes
Yes,50.2,No
No,79.6,Yes
No internet service,24.9,Yes
No,74.4,Yes
No,106.9,Yes
No,101.35,Yes
No,55.35,Yes
Yes,50.55,Yes
No internet service,19.5,Yes
Yes,79.45,Yes
No,90.65,Yes
Yes,89.85,Yes
No,79.0,Yes
No,104.65,Yes
No internet service,19.55,Yes
No internet service,19.9,Yes
Yes,116.25,Yes
No,87.75,Yes
No,100.05,Yes
No,81.3,Yes
No,44.3,No
No,70.35,Yes
No,44.45,No
No,49.15,Yes
Yes,29.45,No
Yes,100.55,Yes
Yes,85.3,Yes
Yes,95.65,Yes
No,69.1,Yes
Yes,70.35,Yes
No internet service,20.6,Yes
No,74.15,Yes
No,75.05,Yes
No,44.6,Yes
No internet service,21.45,Yes
No,43.45,Yes
No internet service,20.05,Yes
Yes,94.15,Yes
No,94.4,Yes
No internet service,19.55,Yes
Yes,75.9,Yes
Yes,64.15,Yes
Yes,109.55,Yes
Yes,110.8,Yes
No,55.0,Yes
No,53.45,Yes
No,69.95,Yes
No,101.45,Yes
No,97.0,Yes
Yes,90.6,Yes
No,73.55,Yes
No,67.95,Yes
Yes,94.35,Yes
No,69.5,Yes
No internet service,18.85,Yes
No internet service,19.4,Yes
No,69.2,Yes
No internet service,19.75,Yes
No,54.6,No
No,29.8,No
No,69.65,Yes
No,101.85,Yes
Yes,103.05,Yes
Yes,82.3,Yes
No internet service,20.3,Yes
No,35.1,No
Yes,105.7,Yes
No,56.25,Yes
Yes,60.35,No
No,79.25,Yes
Yes,59.8,Yes
No,84.6,Yes
Yes,93.4,Yes
No,94.2,Yes
No,25.05,No
No,99.65,Yes
No,50.65,Yes
Yes,60.9,Yes
No,59.65,Yes
Yes,64.7,No
No,25.1,No
No,48.95,Yes
No,54.85,Yes
No,45.3,Yes
Yes,91.35,Yes
No,85.85,Yes
No internet service,25.1,Yes
No,34.0,No
Yes,45.9,No
No,95.2,Yes
No internet service,20.5,Yes
No,100.6,Yes
Yes,55.3,Yes
No internet service,20.35,Yes
No,74.85,Yes
No,36.1,No
Yes,65.8,Yes
No internet service,20.35,Yes
Yes,105.8,Yes
Yes,96.75,Yes
Yes,102.35,Yes
No,24.4,No
Yes,115.65,Yes
No,79.85,Yes
Yes,73.05,Yes
Yes,64.35,Yes
No internet service,20.5,Yes
No,76.0,Yes
No,54.75,Yes
Yes,104.75,Yes
Yes,74.65,Yes
No,51.15,Yes
Yes,41.95,No
No,54.35,Yes
No,56.25,Yes
No,106.1,Yes
Yes,96.0,Yes
No,79.75,Yes
Yes,61.45,No
No,68.65,Yes
No internet service,19.65,Yes
No internet service,19.0,Yes
Yes,100.0,Yes
No internet service,20.25,Yes
No,98.7,Yes
No internet service,19.8,Yes
No,73.8,Yes
Yes,100.2,Yes
No,74.9,Yes
No internet service,20.05,Yes
Yes,106.2,Yes
Yes,116.55,Yes
No,99.7,Yes
No internet service,19.7,Yes
No internet service,19.5,Yes
No,29.15,No
Yes,55.0,Yes
Yes,90.8,Yes
Yes,51.0,No
No,90.1,Yes
No,59.05,Yes
No internet service,20.3,Yes
Yes,72.95,Yes
No,73.55,Yes
No,84.3,Yes
Yes,78.0,Yes
Yes,72.1,Yes
Yes,106.75,Yes
No internet service,19.25,Yes
No internet service,20.55,Yes
No internet service,20.0,Yes
No internet service,24.65,Yes
Yes,103.5,Yes
No internet service,23.85,Yes
No internet service,25.8,Yes
No,70.85,Yes
No,69.8,Yes
No,59.45,Yes
No,54.55,No
No internet service,20.05,Yes
No,82.55,Yes
Yes,81.25,Yes
No,70.75,Yes
Yes,74.3,Yes
Yes,94.1,Yes
No,29.7,No
Yes,109.7,Yes
Yes,96.35,Yes
No,66.6,Yes
No,44.5,Yes
Yes,110.9,Yes
No,105.0,Yes
No,25.3,No
Yes,55.15,Yes
No internet service,20.1,Yes
No,80.1,Yes
No,69.05,Yes
No,69.9,Yes
No internet service,20.4,Yes
No internet service,19.7,Yes
Yes,50.1,Yes
Yes,101.4,Yes
Yes,83.45,Yes
Yes,86.65,Yes
No internet service,20.15,Yes
No,80.8,Yes
No internet service,19.4,Yes
No,62.05,Yes
No,76.45,Yes
No,60.05,No
Yes,91.3,Yes
No,95.75,Yes
No internet service,20.35,Yes
Yes,94.05,Yes
Yes,84.1,Yes
No,78.75,Yes
No,55.55,Yes
Yes,62.65,Yes
No,74.5,Yes
Yes,102.1,Yes
No internet service,20.1,Yes
Yes,70.3,Yes
Yes,53.65,Yes
No internet service,20.75,Yes
Yes,103.4,Yes
No,50.8,No
No,50.15,Yes
Yes,79.0,Yes
Yes,74.6,Yes
No,96.5,Yes
No internet service,20.1,Yes
No internet service,19.4,Yes
No,77.55,Yes
No internet service,20.05,Yes
No internet service,19.85,Yes
No internet service,20.2,Yes
Yes,67.45,Yes
No internet service,18.55,Yes
No,29.75,No
No,86.5,Yes
No internet service,24.2,Yes
No internet service,23.55,Yes
No internet service,20.45,Yes
Yes,81.45,Yes
Yes,92.3,Yes
No,69.15,Yes
Yes,53.65,No
Yes,39.65,No
No,54.65,Yes
Yes,104.8,Yes
Yes,29.3,No
Yes,83.85,Yes
No,79.55,Yes
No,103.65,Yes
No,99.05,Yes
Yes,73.35,Yes
Yes,100.05,Yes
No internet service,20.35,Yes
No,43.95,Yes
No internet service,23.5,Yes
Yes,70.7,Yes
Yes,94.3,Yes
Yes,29.15,No
No internet service,20.85,Yes
Yes,37.7,No
Yes,95.5,Yes
No,91.05,Yes
Yes,92.45,Yes
No,44.15,No
No,36.05,No
No,50.25,Yes
Yes,109.75,Yes
No,79.2,Yes
No internet service,20.3,Yes
Yes,112.35,Yes
No,94.3,Yes
Yes,41.15,No
No,74.65,Yes
No,48.25,No
Yes,76.15,Yes
Yes,71.1,Yes
Yes,96.55,Yes
No,79.3,Yes
Yes,89.6,Yes
No internet service,20.5,Yes
Yes,106.3,Yes
Yes,100.35,Yes
No,85.6,Yes
No,45.25,No
Yes,106.15,Yes
No,51.1,Yes
No internet service,19.9,Yes
No internet service,25.7,Yes
No,74.3,Yes
No,99.4,Yes
No,69.7,Yes
Yes,98.35,Yes
No,85.45,Yes
Yes,95.9,Yes
No,100.75,Yes
No,89.2,Yes
No,74.1,Yes
No,100.6,Yes
No,75.0,Yes
No internet service,25.75,Yes
Yes,84.1,Yes
Yes,79.3,Yes
No,107.05,Yes
No internet service,20.05,Yes
Yes,70.2,Yes
No internet service,19.5,Yes
No,70.75,Yes
No,45.3,No
Yes,115.15,Yes
No,72.95,Yes
No internet service,19.65,Yes
No internet service,19.55,Yes
No,89.55,Yes
No,50.35,Yes
No,50.25,Yes
Yes,87.25,Yes
No internet service,20.8,Yes
Yes,109.25,Yes
No internet service,20.35,Yes
No,55.9,Yes
Yes,79.2,Yes
No,96.0,Yes
Yes,79.2,Yes
No internet service,24.0,Yes
Yes,101.35,Yes
No,100.1,Yes
Yes,56.5,Yes
No,35.45,No
No,85.0,Yes
Yes,79.4,Yes
No,35.2,No
No internet service,19.65,Yes
No,49.85,No
Yes,68.75,Yes
Yes,61.9,Yes
No,79.9,Yes
No,89.75,Yes
Yes,59.3,No
No internet service,19.4,Yes
No,93.65,Yes
No,49.4,Yes
No internet service,19.9,Yes
No,55.0,Yes
Yes,72.9,Yes
No,69.2,Yes
No internet service,25.6,Yes
No internet service,19.75,Yes
No,55.7,Yes
Yes,117.5,Yes
No internet service,19.85,Yes
No,78.9,Yes
No internet service,20.65,Yes
No,62.3,Yes
No,92.5,Yes
No internet service,19.65,Yes
Yes,79.75,Yes
No,79.95,Yes
No,29.9,No
No internet service,19.75,Yes
Yes,45.0,No
No,44.8,Yes
No,69.65,Yes
Yes,51.1,Yes
Yes,53.15,No
No internet service,24.7,Yes
No,111.6,Yes
No,48.55,Yes
Yes,109.95,Yes
No internet service,20.8,Yes
No internet service,20.2,Yes
No internet service,25.6,Yes
No,39.65,No
No internet service,24.9,Yes
Yes,108.4,Yes
No internet service,19.55,Yes
Yes,85.1,Yes
No,56.7,Yes
No,69.05,Yes
No,70.15,Yes
Yes,111.15,Yes
Yes,105.95,Yes
No,89.35,Yes
No,89.1,Yes
No,91.25,Yes
No,90.35,Yes
Yes,105.55,Yes
No internet service,19.1,Yes
No internet service,20.4,Yes
No,100.45,Yes
No,74.95,Yes
No,29.7,No
No,50.35,No
Yes,85.7,Yes
No,47.85,No
Yes,94.0,Yes
Yes,69.85,Yes
No,70.3,Yes
No internet service,25.85,Yes
Yes,71.1,Yes
No,98.8,Yes
No,93.35,Yes
No,99.85,Yes
No,80.3,Yes
No,50.55,Yes
Yes,80.45,Yes
No,81.3,Yes
No internet service,20.7,Yes
Yes,79.05,Yes
No internet service,19.05,Yes
No internet service,19.6,Yes
No internet service,20.2,Yes
No,86.8,Yes
No internet service,20.9,Yes
Yes,103.6,Yes
Yes,38.8,No
Yes,88.4,Yes
Yes,84.2,Yes
No,79.7,Yes
No,99.0,Yes
No,100.75,Yes
No internet service,19.3,Yes
No,55.75,Yes
No internet service,19.95,Yes
Yes,91.75,Yes
Yes,89.65,Yes
No,45.85,Yes
No,79.55,Yes
No,55.95,Yes
No,69.0,Yes
Yes,83.55,Yes
Yes,65.7,Yes
No,94.9,Yes
Yes,61.9,Yes
Yes,111.1,Yes
No internet service,20.0,Yes
Yes,67.7,Yes
No internet service,25.15,Yes
Yes,92.85,Yes
No,89.1,Yes
Yes,111.3,Yes
Yes,101.9,Yes
No,91.65,Yes
No,88.85,Yes
No,60.6,Yes
No,25.3,No
No,65.5,Yes
No,95.45,Yes
No internet service,19.95,Yes
No,91.1,Yes
Yes,54.15,Yes
No,74.6,Yes
Yes,94.6,Yes
No,81.15,Yes
Yes,89.05,Yes
No,49.2,Yes
No internet service,19.45,Yes
No,104.3,Yes
No,69.7,Yes
No,89.5,Yes
No,86.05,Yes
No internet service,25.2,Yes
Yes,35.15,No
Yes,99.65,Yes
Yes,105.35,Yes
No,35.15,No
No,73.75,Yes
No,101.35,Yes
No internet service,24.3,Yes
No,80.7,Yes
No,89.85,Yes
No,61.1,Yes
No,29.05,No
No,99.7,Yes
Yes,55.9,Yes
Yes,105.9,Yes
No,46.0,No
No,43.95,Yes
Yes,80.4,Yes
Yes,100.05,Yes
No,45.1,Yes
No,94.0,Yes
Yes,68.95,Yes
Yes,68.45,Yes
Yes,69.0,Yes
Yes,43.85,No
No,44.5,No
No internet service,18.7,Yes
No,70.25,Yes
No,55.35,Yes
Yes,53.55,Yes
Yes,114.6,Yes
No internet service,20.1,Yes
No,85.5,Yes
Yes,108.75,Yes
Yes,103.0,Yes
No,97.85,Yes
No internet service,19.55,Yes
Yes,84.05,Yes
No,103.75,Yes
No,89.4,Yes
No internet service,19.7,Yes
Yes,79.85,Yes
Yes,74.45,Yes
Yes,74.1,Yes
No,69.35,Yes
No internet service,18.8,Yes
Yes,73.85,Yes
Yes,64.4,Yes
Yes,55.8,Yes
No internet service,20.05,Yes
No,75.15,Yes
Yes,99.15,Yes
No,56.75,Yes
No,69.6,Yes
Yes,104.15,Yes
Yes,110.8,Yes
Yes,80.15,Yes
No,35.75,No
No,69.9,Yes
No,89.2,Yes
Yes,55.65,No
Yes,50.7,No
No internet service,20.0,Yes
No,30.5,No
No internet service,19.1,Yes
Yes,98.3,Yes
Yes,45.55,No
Yes,101.05,Yes
No,103.7,Yes
No,36.25,No
No,49.4,Yes
No internet service,19.9,Yes
Yes,107.4,Yes
No,82.0,Yes
No internet service,19.8,Yes
No,45.05,Yes
Yes,64.55,Yes
No,86.25,Yes
No internet service,19.75,Yes
No,89.1,Yes
Yes,95.55,Yes
No,75.4,Yes
No,101.25,Yes
Yes,102.6,Yes
Yes,56.3,No
Yes,94.2,Yes
Yes,43.05,No
Yes,89.5,Yes
No,74.4,Yes
No internet service,20.5,Yes
No,74.35,Yes
No,99.75,Yes
Yes,111.95,Yes
Yes,94.0,Yes
No,98.85,Yes
Yes,64.35,Yes
Yes,72.0,Yes
Yes,49.7,Yes
Yes,80.7,Yes
No,24.2,No
Yes,39.0,No
Yes,65.45,Yes
Yes,74.35,Yes
Yes,83.2,Yes
No,25.0,No
No,40.2,No
Yes,94.1,Yes
Yes,108.35,Yes
Yes,69.5,Yes
No,76.0,Yes
No,93.6,Yes
No,95.65,Yes
Yes,100.55,Yes
Yes,88.05,Yes
No internet service,24.45,Yes
Yes,89.55,Yes
Yes,66.5,Yes
Yes,76.1,Yes
No,80.5,Yes
Yes,35.45,No
No internet service,20.55,Yes
Yes,49.9,Yes
Yes,105.4,Yes
No,35.75,No
Yes,95.1,Yes
No internet service,19.3,Yes
Yes,104.5,Yes
Yes,63.1,No
No,75.05,Yes
No,81.0,Yes
No,74.45,Yes
Yes,60.4,Yes
Yes,84.95,Yes
Yes,93.4,Yes
Yes,89.2,Yes
No,85.2,Yes
Yes,49.95,Yes
No internet service,20.65,Yes
No,70.65,Yes
No internet service,20.15,Yes
No internet service,19.2,Yes
No,59.8,Yes
Yes,104.95,Yes
Yes,103.5,Yes
No,84.8,Yes
No,95.05,Yes
No,44.2,Yes
Yes,73.35,Yes
Yes,64.1,Yes
No,44.4,No
No internet service,20.05,Yes
Yes,60.0,Yes
No,75.75,Yes
No,69.5,Yes
Yes,102.95,Yes
No,78.7,Yes
Yes,60.65,No
No internet service,21.15,Yes
No,84.8,Yes
Yes,103.2,Yes
No,29.6,No
No,74.4,Yes
No,105.65,Yes
